dim,mu_act,mu_recon,sigma_act,sigma_recon,fd_1d,mean_delta,sigma_delta
1824,11.559039306640624,8.60134921875,14.877987518629745,14.531726161038447,8.867827583767415,-2.957690087890624,-0.34626135759129717
1234,-10.3448328125,-13.2124953125,3.3108927777444337,2.65831267155383,8.64934900890199,-2.8676625,-0.6525801061906038
1405,9.329371215820313,6.495136328125,10.862634968331655,10.675637328033867,8.067855516106206,-2.834234887695313,-0.18699764029778798
714,-11.300815661621094,-8.8366546875,13.130839459903838,12.874457851271199,6.137820835626481,2.4641609741210946,-0.2563816086326387
1026,-3.628450158691406,-1.178758642578125,8.570855319366583,8.237986755972958,6.111790004613123,2.4496915161132815,-0.3328685633936246
557,3.739768115234375,1.8233138671875,9.92238330184309,9.50447056771314,3.847447938204883,-1.9164542480468751,-0.4179127341299491
987,-5.5495781982421875,-3.6465515625,12.413809160199659,12.07561720035098,3.7358841780505183,1.9030266357421874,-0.3381919598486789
1170,0.08966885070800781,0.2839515625,16.216372719986765,14.38339642329017,3.3975478763528133,0.19428271179199216,-1.8329762966965948
1651,-4.057018505859375,-2.314787109375,8.884677888079105,8.643427432306842,3.0935720213062203,1.742231396484375,-0.24125045577226345
2213,-3.6360008544921874,-1.933301953125,6.578197057326458,6.251417121836257,3.005968674956007,1.7026989013671874,-0.326779935490201
2106,7.79388486328125,6.13902890625,13.295947543229515,13.124948165033205,2.7677890258653397,-1.6548559570312502,-0.17099937819630995
1485,-2.2427743316650393,-0.66757841796875,5.064321665678307,4.610744717374084,2.686974214558459,1.5751959136962892,-0.4535769483042227
2287,-1.2163381164550782,0.37521497802734377,8.280619270215592,8.104045528600595,2.564219538784492,1.5915530944824219,-0.1765737416149964
405,-4.748682080078125,-6.30351015625,2.7048058331488978,2.537600522484434,2.4454479623667327,-1.5548280761718747,-0.16720531066446398
1776,-2.401182061767578,-0.9233249755859375,5.5404245091468605,5.142359225375627,2.3425175373211617,1.4778570861816407,-0.39806528377123307
567,-0.05045396728515625,-1.49116796875,12.642955754728584,12.181715884983115,2.288399051459659,-1.4407140014648436,-0.4612398697454694
1993,1.5703121459960938,0.098643115234375,4.594268244278161,4.25025263803284,2.2841564734434727,-1.4716690307617188,-0.34401560624532124
2269,2.4041214248657226,0.96515625,8.349007172745994,8.035581963002569,2.168856136579049,-1.4389651748657224,-0.3134252097434249
835,-1.6620027603149414,-0.3206330322265625,2.893354930462447,2.4274802737460157,2.0163119432025445,1.341369728088379,-0.46587465671643136
1807,11.148633581542969,9.8104703125,10.702593244774306,10.319453712920211,1.9374768354851404,-1.338163269042969,-0.3831395318540949
725,-4.310987072753906,-2.9876521484375,7.123011661832083,6.734662421261987,1.9020304545668787,1.323334924316406,-0.3883492405700961
988,4.493220874023438,3.1384919921875,6.439993821293715,6.21154618231465,1.8874786670355594,-1.3547288818359378,-0.22844763897906528
1431,1.8356617614746094,0.634230517578125,2.7878206046720915,2.1530475328128356,1.8463738865682895,-1.2014312438964843,-0.6347730718592559
1149,9.074739404296874,7.73438125,11.479611870763359,11.540187453625018,1.8002293830291527,-1.340358154296874,0.06057558286165943
1716,1.593958282470703,0.43899814453125,2.5983224184839098,1.920517424544665,1.7933525300380997,-1.154960137939453,-0.6778049939392448
936,-1.5462671226501465,-0.3518732421875,2.6488999181338158,2.1013273386928457,1.7264124714422562,1.1943938804626466,-0.54757257944097
125,-1.9800730285644532,-0.79265009765625,3.5302033385171923,3.0028788656345164,1.6880443165476193,1.1874229309082032,-0.5273244728826758
910,-1.5731923278808593,-0.4169649658203125,3.0303233121937305,2.516143928659113,1.6012421512295298,1.1562273620605468,-0.5141793835346173
1666,-1.4638322540283204,-0.349979296875,2.909052231752673,2.324808758086648,1.58200884668054,1.1138529571533204,-0.5842434736660249
1963,-1.468311107635498,-0.3936521484375,2.926320973395167,2.311848852198959,1.532467866311892,1.074658959197998,-0.6144721211962083
1546,-12.218693292236328,-10.9943375,15.739203822226022,15.843137083391126,1.5098492287590584,1.2243557922363273,0.10393326116510337
425,1.239200991821289,0.151601025390625,3.0161782861715905,2.4778348511700288,1.4726873409892618,-1.087599966430664,-0.5383434350015617
1281,-2.360399755859375,-1.2280703170776368,7.610538060813832,7.2211472586192516,1.4337951547655046,1.132329438781738,-0.38939080219458067
800,2.9193669006347656,1.7723048828125,5.976983768675475,5.645796571290224,1.4254362324423846,-1.1470620178222655,-0.33118719738525115
1927,-0.6707359741210938,0.3594009765625,2.6410633038317757,2.089779881218756,1.3650955492116184,1.0301369506835938,-0.5512834226130199
1990,-1.324661651611328,-0.3236409423828125,2.757987237177934,2.1626154587927418,1.3565100148019067,1.0010207092285155,-0.5953717783851924
36,-1.2810492248535157,-0.313195849609375,2.409492053664464,1.7620096351364702,1.3559736382743357,0.9678533752441407,-0.6474824185279939
1563,0.7710653991699219,-0.2294597900390625,2.5478049677453387,1.96127096560316,1.3450727899105952,-1.0005251892089844,-0.5865340021421788
1506,-1.282116455078125,-0.2575474609375,3.3902335615580155,2.8484092370656433,1.3433152223659477,1.024568994140625,-0.5418243244923722
1768,1.3184263488769532,0.389441650390625,2.682639670915842,1.9906704320258097,1.3418339975917846,-0.9289846984863281,-0.6919692388900323
671,1.2801415405273437,0.2518419189453125,3.263210873475827,2.738204023334109,1.3330323044414774,-1.0282996215820313,-0.5250068501417182
2027,0.9993193237304687,0.0079251708984375,2.479108775307283,1.9092484352697068,1.3076031734172828,-0.9913941528320313,-0.5698603400375761
350,0.9912795654296875,-0.09935078125,4.971614616301084,4.631670686452243,1.3050364285397291,-1.0906303466796876,-0.3399439298488405
727,1.199693798828125,0.2557455078125,2.6309602195501247,1.9960024917266432,1.2942096922340778,-0.9439482910156252,-0.6349577278234815
89,-0.8057904174804688,0.141206884765625,2.5754429613832692,1.9672602657498832,1.2666900817292714,0.9469973022460938,-0.608182695633386
742,-1.6310018402099609,-0.722502001953125,2.637019535998909,1.989099660008312,1.2451721218163674,0.9084998382568359,-0.6479198759905969
269,-1.6898101806640624,-0.762330029296875,2.793663474885024,2.1759034546670266,1.2418468737598416,0.9274801513671874,-0.6177600202179976
1429,0.9988219177246094,0.1077510986328125,2.589259087669346,1.9205971558372603,1.2411159837183428,-0.8910708190917969,-0.6686619318320859
1729,-1.1002692825317384,-0.1562537109375,2.6918987717139475,2.1012217442692163,1.2400647501633406,0.9440155715942384,-0.5906770274447313
984,1.020184344482422,0.107559814453125,2.6039780939154236,1.9674995717307435,1.2379884420135892,-0.9126245300292969,-0.63647852218468
896,-1.555966436767578,-0.6560195434570313,2.7250699080701954,2.0901040344065223,1.2130860714967764,0.8999468933105468,-0.6349658736636732
1653,1.345725,0.3620254150390625,2.9005016502338377,2.409272635882853,1.2089708179925605,-0.9836995849609376,-0.49122901435098454
728,-0.45493670654296875,0.43391787109375,2.6126777759481,1.9894976443196117,1.1784159366422498,0.8888545776367187,-0.6231801316284884
489,-1.34646552734375,-0.47165302734375,2.7628346061989255,2.121231409834297,1.176951571741558,0.8748125,-0.6416031963646285
1159,-0.4523266052246094,0.41241748046875,3.048500649207185,2.3973249143287543,1.1718121714361085,0.8647440856933594,-0.6511757348784308
224,1.0984348815917968,0.2437001708984375,2.6667657729549736,2.003344469551231,1.1706992514739811,-0.8547347106933593,-0.6634213034037426
535,0.632039697265625,1.69614453125,4.2023271834196505,4.02738572914553,1.1629236101324585,1.064104833984375,-0.1749414542741201
540,4.306262658691407,3.24389453125,10.804726165083324,10.624510524564508,1.1611037152909676,-1.0623681274414065,-0.18021564051881533
364,0.9697830505371093,0.05653857421875,2.423257249227192,1.8522113011328132,1.1601089483610028,-0.9132444763183594,-0.571045948094379
1997,0.7396306121826172,-0.134471923828125,2.503118944381332,1.879353485848376,1.1531385907192395,-0.8741025360107422,-0.623765458532956
10,-1.2529587837219238,-0.4327426513671875,2.6132983791009154,1.932142592395292,1.1367277095375192,0.8202161323547363,-0.6811557867056235
370,-1.7309472717285157,-0.846019140625,2.572191072687493,1.9787216924022288,1.1353037025545365,0.8849281311035156,-0.5934693802852642
1282,-2.1343280883789064,-1.2757606811523436,2.652379162968541,2.0317662520078925,1.1222983780027924,0.8585674072265628,-0.6206129109606486
1046,16.263513940429686,15.24735,22.749919560028456,22.466425749243044,1.1129578945832195,-1.016163940429685,-0.28349381078541214
140,-1.086398812866211,-0.274491162109375,3.074152322203809,2.4124165970645026,1.0970882032831282,0.8119076507568359,-0.6617357251393066
1561,0.7075789367675781,-0.1124599609375,2.776344983989857,2.1285895024719497,1.0920509575858555,-0.8200388977050781,-0.6477554815179074
236,-1.2656302146911622,-0.35985048828125,3.7610034834289614,3.2424305962711117,1.0893547520704434,0.9057797264099122,-0.5185728871578497
1599,1.1481694702148437,0.261664599609375,2.890287797469447,2.347566624463858,1.0804371572357816,-0.8865048706054688,-0.5427211730055892
119,0.7116312194824219,-0.13732269287109375,2.755838498653894,2.1645391923199466,1.070357614971348,-0.8489539123535157,-0.5912993063339473
195,-1.2391599487304688,-0.411785888671875,2.827018114221839,2.2080597958730657,1.0676572351109828,0.8273740600585937,-0.6189583183487732
682,-29.35914990234375,-28.336621875,12.747871410522588,12.615188760818585,1.0631682522359756,1.0225280273437498,-0.13268264970400345
2125,0.40206794128417966,-0.439628125,2.517549135736279,1.9464445646020478,1.0346126991686762,-0.8416960662841797,-0.5711045711342311
1881,0.3792549072265625,-0.436082763671875,2.740477069493571,2.1406985221596417,1.0245098234280872,-0.8153376708984374,-0.5997785473339294
210,-1.093961492919922,-0.2396328857421875,2.870228792426473,2.3278373349291877,1.024065862208277,0.8543286071777345,-0.5423914574972852
1016,-1.5156400024414063,-0.65786279296875,4.212728442263828,3.6782885637819613,1.0214077248024092,0.8577772094726562,-0.5344398784818662
542,0.7504769958496094,-0.0105169921875,3.5528251071702206,2.8879247975543345,1.0212042715559253,-0.7609939880371094,-0.6649003096158861
258,0.7924900726318359,0.0351369140625,2.719192272732124,2.0521765414342004,1.0184937925938535,-0.7573531585693359,-0.6670157312979237
1427,0.8490105834960937,-0.081841162109375,6.5999383676374075,6.210093922976812,1.0184636633294764,-0.9308517456054687,-0.38984444466059553
799,-0.4270706024169922,0.32750228500366213,2.567516586965638,1.8986832324695062,1.0167182985168914,0.7545728874206543,-0.6688333544961316
449,0.8570723510742188,0.065050634765625,2.691902677468431,2.0686239901862002,1.0157747211246713,-0.7920217163085937,-0.6232786872822307
733,0.6176041137695313,-0.153971728515625,2.597762308021929,1.9495302977335076,1.0155340195606166,-0.7715758422851563,-0.6482320102884216
2044,1.0824736297607422,0.1815752197265625,2.5451319476291405,2.094448398692039,1.014733606484654,-0.9008984100341797,-0.4506835489371017
858,-1.3136965270996093,-0.47329228515625,2.7329249144739256,2.178117318928411,1.0140907579513876,0.8404042419433593,-0.5548075955455145
2060,-1.1475299255371094,-0.347061669921875,2.6296005447335418,2.0214642010409465,1.0105792407674947,0.8004682556152345,-0.6081363436925953
1121,-1.0288215087890624,-0.3220308837890625,2.56180867903937,1.8476705044624764,1.0095463199759085,0.7067906249999999,-0.7141381745768938
853,-1.5812865600585937,-0.788410009765625,2.650878889512266,2.033826432535788,1.0094069586651868,0.7928765502929687,-0.6170524569764781
153,-0.48761046142578124,0.25868974609375,3.3490021444504063,2.6770986416214844,1.0084183168574707,0.7463002075195313,-0.671903502828922
771,6.745661328125,7.5272890625,2.728742712315742,2.100475505232914,1.005661598639853,0.7816277343750002,-0.6282672070828279
1655,1.1303648681640626,0.34819306640625,2.743169359994991,2.1185740251250933,1.0019120598063025,-0.7821718017578125,-0.6245953348698978
198,-1.3157123107910156,-0.5690875,2.6195132377557724,1.9556991954371212,0.9980976908681478,0.7466248107910156,-0.6638140423186512
897,-0.5794237976074219,0.20165888671875,2.3830694401436614,1.7635830889682882,0.993853499046756,0.7810826843261719,-0.6194863511753732
934,0.7763461730957031,0.01844267272949219,2.5238512068571604,1.8762400505863328,0.9938179255937932,-0.7579035003662109,-0.6476111562708275
598,1.092902230834961,0.2878125,2.60027481708624,2.0195915928692703,0.9853624815829256,-0.8050897308349609,-0.5806832242169699
395,-0.49243075561523436,0.308586572265625,2.8219820076721107,2.2363368106101777,0.9846090564071025,0.8010173278808594,-0.585645197061933
1497,-0.9962470886230469,-0.2728466522216797,2.841225308137956,2.1635329278942725,0.982575153626038,0.7234004364013672,-0.6776923802436836
1907,-0.6037753021240234,0.247865625,3.0482101928287038,2.5425960686073448,0.980937911364798,0.8516409271240234,-0.505614124221359
1172,0.8112053466796875,0.04878486328125,2.4782504434645034,1.8531715530897361,0.9720086126976575,-0.7624204833984375,-0.6250788903747673
297,-0.9127579284667968,-0.15833719482421876,2.494306916332517,1.8613097953395745,0.9698359985351594,0.7544207336425781,-0.6329971209929424
1393,0.5125944946289063,-0.397196875,6.6604427920604135,6.284843634834234,0.9687950631602578,-0.9097913696289063,-0.37559915722617987
452,1.1108091217041016,0.3534904052734375,2.664324478799632,2.036029302661975,0.9682864666140379,-0.7573187164306641,-0.628295176137657
998,1.0159027221679688,0.231008642578125,2.538820663126002,1.9499855315532164,0.9627855283495277,-0.7848940795898438,-0.5888351315727856
2214,-1.2376789306640625,-0.487533251953125,3.1438343241034357,2.5113438858950943,0.9627626937136728,0.7501456787109375,-0.6324904382083414
1639,0.9531830749511718,0.196954638671875,2.6358817716311704,2.010746134307285,0.9626760128897709,-0.7562284362792968,-0.6251356373238854
38,-0.9342726989746094,-0.13416806640625,2.553201493095424,1.9897202912909915,0.9576784878443172,0.8001046325683594,-0.5634812018044326
1493,-0.85848935546875,-0.10493388671875,2.547830326277156,1.9238791611956365,0.957160900889618,0.75355546875,-0.6239511650815197
524,-0.8105817260742187,-0.053832012939453125,2.4940238465308737,1.875786777256163,0.9548872021549335,0.7567497131347656,-0.6182370692747108
379,-0.8693718688964843,-0.02387939453125,3.2546566379595,2.7707786013633986,0.9489954785083445,0.8454924743652343,-0.4838780365961015
1065,0.40736808013916015,-0.344428759765625,2.5330349031525956,1.9143034403233847,0.9480271115855964,-0.7517968399047852,-0.6187314628292109
1871,-1.4801721771240235,-0.75316005859375,2.5926931387198615,1.9497548341079003,0.9419162840271795,0.7270121185302735,-0.6429383046119612
2071,0.674225717163086,-0.0867982421875,2.5127347827630526,1.9125045065942787,0.9394338511352849,-0.761023959350586,-0.6002302761687739
977,-0.6731766693115234,0.1070181640625,2.64584194607992,2.074107699319239,0.9355840269425234,0.7801948333740234,-0.571734246760681
1411,0.580414990234375,-0.10385986328125,2.8665498373068568,2.1855467990619424,0.9319972132526344,-0.684274853515625,-0.6810030382449144
494,-0.15604827270507812,0.65661875,3.0667715779801346,2.550507169705254,0.9269566290437486,0.8126670227050782,-0.5162644082748806
1886,-1.2618795791625976,-0.4667640380859375,2.543174545092159,2.0002877604611795,0.9269347845885936,0.7951155410766602,-0.5428867846309795
331,-1.0205427490234376,-0.2281931640625,3.6888100228296654,3.1435164729221,0.9251629203585644,0.7923495849609375,-0.5452935499075653
1968,0.5565499633789063,-0.1760679626464844,2.5544536143296286,1.932856666232146,0.9231117914178493,-0.7326179260253907,-0.6215969480974826
1386,-0.8352891357421875,-0.1681408203125,2.8081215973677125,2.122572132330265,0.9150649437938005,0.6671483154296876,-0.6855494650374476
1036,-0.4225466720581055,0.3303221923828125,2.7233442199783426,2.134585431087544,0.9134484385407176,0.752868864440918,-0.5887587888907988
461,0.28142356567382815,-0.44700576171875,2.7093764483580856,2.091804169546895,0.9120048045616507,-0.7284293273925782,-0.6175722788111906
1229,-0.8516962005615234,-0.120544580078125,2.562753086535743,1.9516002349290007,0.9080905001625521,0.7311516204833984,-0.6111528516067422
2161,1.0151489715576172,0.28370701904296874,2.6211771638637265,2.021759663991369,0.8943086690516692,-0.7314419525146485,-0.5994174998723576
1072,-0.6885170257568359,0.0835544921875,2.9045223896425267,2.3598809937649827,0.8927286789243107,0.7720715179443359,-0.544641395877544
1453,-0.6295746032714844,0.0555458251953125,2.7488037238377165,2.099131655109072,0.8914637983886837,0.6851204284667969,-0.6496720687286444
1092,-0.8703235565185546,-0.09998779296875,2.490978657076143,1.9457724229533129,0.8906670263302587,0.7703357635498046,-0.5452062341228301
1550,0.5813666870117188,-0.148603271484375,2.670740219808158,2.0735654252202873,0.8894738755978543,-0.7299699584960938,-0.5971747945878705
599,-0.8942081237792969,-0.0680464599609375,2.5382754949736848,2.085409019240259,0.8876311396063334,0.8261616638183594,-0.45286647573342576
1627,-0.9724131286621094,-0.2838462646484375,2.505338452423456,1.8678915794042366,0.8804628421396037,0.688566864013672,-0.6374468730192195
1284,0.9429430084228516,0.1929900634765625,2.7226620353156847,2.1590566082135503,0.8800804970925913,-0.7499529449462892,-0.5636054271021345
2063,1.0503476760864259,0.3349364990234375,2.5235227909983995,1.9188863506172058,0.8773983773034914,-0.7154111770629884,-0.6046364403811937
816,-1.3999459411621094,-0.7940318237304688,2.829074861702406,2.1149725927279053,0.8770739682574944,0.6059141174316406,-0.7141022689745009
909,0.8464083862304688,0.06722962646484375,2.7458745285603876,2.2263311694930823,0.8770448416208365,-0.779178759765625,-0.5195433590673053
1785,0.7449693572998047,0.049060546875,2.6736259392470876,2.0477225090885582,0.87604417631108,-0.6959088104248048,-0.6259034301585293
246,1.7687062103271485,1.0114583129882813,2.8456804839845566,2.2997731809737103,0.8714391615047116,-0.7572478973388672,-0.5459073030108463
1223,-1.3745258972167969,-0.6373199951171875,2.5516010800986884,1.9792387975481491,0.871071124576962,0.7372059020996093,-0.5723622825505392
1469,-0.14009403076171875,0.6268575134277343,2.8837756116786797,2.352999077275003,0.8699384006081641,0.7669515441894531,-0.5307765344036768
1931,-0.3006651489257812,0.439220166015625,2.4884074642695353,1.9229387656304897,0.8671851284064795,0.7398853149414062,-0.5654686986390456
1058,0.8413564331054687,0.1232832275390625,2.619431272301998,2.0278574005734615,0.8655887742643051,-0.7180732055664062,-0.5915738717285364
48,1.0559263061523438,0.27293577270507813,3.3597189968358783,2.8604631871668182,0.8623305389563425,-0.7829905334472658,-0.49925580966906
1751,-1.359232015991211,-0.6095427612304688,2.5738344809389875,2.0260053223996,0.8621507656496905,0.7496892547607422,-0.5478291585393875
850,-0.8507269744873047,-0.08030517578125,2.5866708264484775,2.0688226519891013,0.8617164797123813,0.7704217987060548,-0.5178481744593761
1099,1.064388037109375,0.327734765625,2.6422654055982084,2.078060042066141,0.8609857346269846,-0.736653271484375,-0.5642053635320674
1240,-0.980830143737793,-0.22908095703125,2.9935626290280624,2.4514450552715417,0.8590183034896055,0.751749186706543,-0.5421175737565207
1061,0.40906993408203124,-0.29348572998046873,2.5774035303573033,1.973023376855573,0.8588598310530753,-0.7025556640624999,-0.6043801535017304
107,0.9695675415039062,0.20798193359375,2.7927296428664627,2.2684347531215474,0.854897769588515,-0.7615856079101562,-0.5242948897449153
205,-0.8537838439941406,-0.1928073486328125,2.6515434486335923,2.005108174487011,0.8547684910811095,0.6609764953613282,-0.6464352741465813
64,-1.5894369506835937,-2.38036171875,4.166327054321391,3.692790619307869,0.8497987440262142,-0.7909247680664064,-0.47353643501352183
495,0.6050969696044922,-0.0715324951171875,2.5273987250917855,1.9030970939380378,0.8475799591907769,-0.6766294647216797,-0.6243016311537477
115,-0.9273177040100098,-0.1535747802734375,2.667690908218046,2.171801278640269,0.844584636755204,0.7737429237365723,-0.49588962957777705
492,-0.6393994247436523,0.059099658203125,2.4911756809526677,1.8956208879893939,0.8425864802990168,0.6984990829467773,-0.5955547929632738
1727,-0.5533628204345703,0.12832841796875,2.554275567861337,1.9397171647301508,0.8423849753750062,0.6816912384033202,-0.6145584031311864
834,0.07619022521972656,-0.578421533203125,2.5296530251880136,1.8877375562737042,0.8405720234969354,-0.6546117584228515,-0.6419154689143094
328,1.1668806915283203,0.462556396484375,2.667895402172111,2.0815893094154925,0.8398275469926828,-0.7043242950439452,-0.5863060927566184
427,-1.7999443237304686,-1.103403564453125,2.6337699598927027,2.0392914703739318,0.8385737038351777,0.6965407592773436,-0.5944784895187709
2235,-1.2220786560058594,-0.3940779296875,4.206929979947496,3.8182316409508967,0.836671601522446,0.8280007263183594,-0.38869833899659945
2123,1.1345188110351563,0.41594677734375,2.4464570825874157,1.8810667684815043,0.8360119748881847,-0.7185720336914063,-0.5653903141059113
113,-8.6301638671875,-7.75181875,16.42788526273314,16.177087988686733,0.8343894175562327,0.8783451171875001,-0.25079727404640906
1369,-0.8616044403076172,-0.2172265380859375,2.6506143184650512,2.0035444881103035,0.8339222462269347,0.6443779022216797,-0.6470698303547477
1784,-0.7429218444824218,0.006220556640625,2.7034068711715884,2.1824510948498252,0.832609258043415,0.7491424011230469,-0.5209557763217632
316,1.567726791381836,0.87374287109375,2.762804740194879,2.173246875350101,0.8291921576187542,-0.693983920288086,-0.5895578648447781
922,0.3863663146972656,-0.28413736572265624,2.481904780918443,1.8696676844474907,0.8244094477518427,-0.6705036804199218,-0.6122370964709523
2257,-8.304629833984375,-7.47788046875,12.732670243929922,12.359311283614977,0.8229114261628999,0.8267493652343756,-0.3733589603149454
1299,1.360551953125,0.698274072265625,2.8513841029205755,2.2382865014211846,0.8145006604398907,-0.6622778808593751,-0.613097601499391
1595,0.6238639343261718,-0.05778134765625,2.6236866403262433,2.0327194450460655,0.8138825163462151,-0.6816452819824218,-0.5909671952801778
1044,0.33870922546386717,-0.2787205238342285,2.515420845884229,1.857919508731493,0.8135275036759452,-0.6174297492980957,-0.6575013371527361
2082,-0.5437914672851563,0.162220947265625,2.579601368725595,2.018831458969007,0.8129164211882365,0.7060124145507812,-0.5607699097565884
1737,-0.7653129272460938,-0.1400072509765625,2.6020680285176736,1.9529311528526243,0.8123858721230774,0.6253056762695313,-0.6491368756650493
920,-0.3861822021484375,0.288464892578125,2.4022064603677156,1.8079800090726974,0.8082537778416621,0.6746470947265626,-0.5942264512950182
1659,-0.45735518798828123,0.152952490234375,2.4998861072300866,1.8401811980442333,0.8076860293014443,0.6103076782226562,-0.6597049091858533
761,0.9962739135742188,0.322490234375,2.6524328062570968,2.060525670641222,0.8043385035482256,-0.6737836791992188,-0.5919071356158749
641,-11.63254765625,-12.2764625,2.6663661325312105,2.042634378650206,0.803667626801059,-0.6439148437499984,-0.6237317538810045
1852,1.1140419082641602,0.46808125,3.054584883340251,2.433184485160099,0.8034036268835184,-0.6459606582641602,-0.6214003981801519
767,0.7344663909912109,0.1026666015625,2.8561574635792497,2.222400055182539,0.8008194266198787,-0.631799789428711,-0.6337574083967108
272,0.5237390258789062,-0.1883308837890625,2.4836021167821936,1.9422495262164623,0.8001061835667773,-0.7120699096679687,-0.5413525905657313
1173,1.4502422393798828,0.76026279296875,2.8677207084423837,2.2987787021957136,0.7997666429417993,-0.6899794464111328,-0.5689420062466701
629,1.381980145263672,0.7237203857421876,3.1475299561233028,2.5426392339803194,0.7991986967399424,-0.6582597595214844,-0.6048907221429833
1194,0.29463663940429685,-0.351608251953125,2.875958178717776,2.2595180589341064,0.7976308808844709,-0.6462448913574219,-0.6164401197836695
796,-0.24663251953125,0.32399632568359377,2.6041479681901483,1.9173519539338975,0.7973060441894984,0.5706288452148438,-0.6867960142562508
1925,0.611101025390625,-0.0169318115234375,2.617958299242056,1.9841833784563456,0.7960958944592587,-0.6280328369140625,-0.6337749207857102
187,-0.5274774940490723,0.12267197265625,2.62147222643547,2.0104327892701077,0.796063522828578,0.6501494667053223,-0.6110394371653625
351,0.800910791015625,0.0711181884765625,2.5531730648821007,2.0402366915174612,0.7957009658412069,-0.7297926025390625,-0.5129363733646395
773,0.86806142578125,0.2290211181640625,2.6118666826195835,1.9896255444578754,0.7955565487802476,-0.6390403076171876,-0.6222411381617081
1700,1.2988735534667968,0.6865978759765625,2.5977734492024354,1.9493983333575082,0.795271796093048,-0.6122756774902343,-0.6483751158449271
2014,-1.1984677307128906,-0.573623291015625,2.67068881777092,2.0349421859783554,0.7946043536561804,0.6248444396972656,-0.6357466317925646
1549,1.167483740234375,0.4659456787109375,2.8548353985838926,2.305197967224957,0.7942569577169107,-0.7015380615234375,-0.5496374313589354
745,0.6908553771972656,0.019846661376953127,2.7766951373764908,2.1904487427492554,0.7939375319202571,-0.6710087158203125,-0.5862463946272354
256,0.5591145874023438,-0.1368282958984375,2.5440581845956705,1.9887768732883493,0.7926738315041829,-0.6959428833007812,-0.5552813113073212
467,-1.036192288208008,-0.3391130615234375,2.4873251075263605,1.9353679026299595,0.7905762043122063,0.6970792266845705,-0.551957204896401
219,-1.0189924621582032,-0.33662686767578126,2.5103038503835844,1.9405289665938543,0.7902662227309494,0.6823655944824218,-0.5697748837897301
600,0.7542481018066406,0.09888500366210938,2.5390073709762957,1.9387613150059828,0.7897961181175144,-0.6553630981445312,-0.6002460559703129
1676,-1.0019533813476562,-0.37586171875,2.672542259013857,2.042343211598557,0.7891416093374488,0.6260916625976563,-0.6301990474152999
1792,0.7962386047363281,0.0739709228515625,2.6733500268545463,2.156195078149951,0.7891198452648458,-0.7222676818847656,-0.5171549487045954
84,1.1806947937011718,0.5457354736328125,2.6054360327148363,1.9853360051202813,0.787697382364441,-0.6349593200683593,-0.620100027594555
1221,-0.5327750244140625,0.093449365234375,2.4838238702337283,1.8594765384109875,0.7819665769447337,0.6262243896484375,-0.6243473318227408
1721,0.17322650146484375,-0.5256189453125,2.5836452235044525,2.0456311351003613,0.7778441178027103,-0.6988454467773437,-0.5380140884040912
255,0.7468123168945312,0.0461537109375,2.497642941967214,1.9633113867077496,0.7764326930476483,-0.7006586059570312,-0.5343315552594643
1023,1.203958642578125,0.5290236572265625,2.5832176102651534,2.0173088606120553,0.7757899473854468,-0.6749349853515625,-0.5659087496530981
1633,-1.8028385681152344,-1.15185849609375,2.559645088488248,1.9681058129823643,0.7736937686351228,0.6509800720214844,-0.5915392755058837
1002,1.0378149536132812,0.363666943359375,4.271590737180804,3.70781652082885,0.7723169067525608,-0.6741480102539062,-0.5637742163519541
944,-0.24217985076904297,-0.84714794921875,2.491570045732745,1.8550192440915778,0.771183323211867,-0.604968098449707,-0.6365508016411672
2264,0.571255859375,-0.1427206832885742,2.545982070716298,2.035580112324121,0.7702726626044003,-0.7139765426635742,-0.5104019583921771
2275,-1.2593943664550782,-0.5871828125,2.696900679666462,2.1327089499049907,0.770180681201942,0.6722115539550781,-0.5641917297614714
2159,1.3930446258544922,0.7009349609375,2.521097587822867,1.9817536161875635,0.7699077080108543,-0.6921096649169922,-0.5393439716353035
1175,-0.7903455322265625,-0.15076000175476073,2.5230501989630882,1.9227291417417482,0.7694550225322434,0.6395855304718017,-0.60032105722134
1761,-1.022842889404297,-0.3906247802734375,2.6032904911206955,1.9961572480943142,0.7683105123007303,0.6322181091308594,-0.6071332430263814
1758,-1.5897620391845704,-0.89490244140625,2.7926351718741076,2.2595308251151307,0.7670301051579647,0.6948595977783204,-0.5331043467589769
2107,0.9503445434570312,0.34400777587890624,2.48218678122172,1.8514505214813155,0.7654725050684046,-0.606336767578125,-0.6307362597404047
1846,-0.5020213928222657,0.221481005859375,3.071357978361256,2.5799332752689175,0.7649539597074808,0.7235023986816407,-0.49142470309233843
1051,-0.6319042343139648,0.01421103515625,2.6401531745636326,2.0518177011175913,0.7636035707575459,0.6461152694702148,-0.5883354734460413
